0.000000000000000000e+00 -2.192574936108156622e-21
2.446183953033267966e-04 8.132709297404081632e-22
4.892367906066535932e-04 6.180598327109513495e-22
7.338551859099803898e-04 -7.975559274255207385e-22
9.784735812133071864e-04 -1.500290736629219118e-21
1.223091976516633983e-03 2.539823721491167169e-21
1.467710371819960780e-03 2.220154499768457324e-21
1.712328767123287576e-03 -1.191296808404557584e-21
1.956947162426614373e-03 6.892485965461871996e-22
2.201565557729941169e-03 -2.327282630587352264e-21
2.446183953033267966e-03 1.023101227904584275e-21
2.690802348336594763e-03 -5.664586572892809924e-22
2.935420743639921559e-03 1.511556197457811628e-21
3.180039138943248356e-03 1.730448608040208272e-21
3.424657534246575152e-03 4.663693528909075845e-22
3.669275929549901949e-03 -4.806364810735434043e-22
3.913894324853228746e-03 1.478193890498293496e-22
4.158512720156555542e-03 2.327700484475086941e-22
4.403131115459882339e-03 1.097532714929792688e-21
4.647749510763209135e-03 -7.583885584859287308e-22
4.892367906066535932e-03 -1.194130855583025835e-21
5.136986301369862729e-03 -1.380781293940168515e-21
5.381604696673189525e-03 2.177872186674034278e-22
5.626223091976516322e-03 -7.154435347330877864e-22
5.870841487279843118e-03 -9.780744623009464074e-22
6.115459882583169915e-03 7.118902424028335515e-22
6.360078277886496712e-03 1.278303468366337526e-22
6.604696673189823508e-03 -2.239375686718683260e-21
6.849315068493150305e-03 -1.897669456432407099e-23
7.093933463796477101e-03 2.307440737798769909e-21
7.338551859099803898e-03 4.118391418314692849e-22
7.583170254403130695e-03 5.408091294840591512e-22
7.827788649706457491e-03 -4.156787239392243402e-22
8.072407045009784288e-03 7.118241646769227046e-22
8.317025440313111084e-03 1.317501694580847853e-21
8.561643835616437881e-03 -9.160314937738236475e-22
8.806262230919764677e-03 2.983995049033821355e-22
9.050880626223091474e-03 -4.086855163285111887e-22
9.295499021526418271e-03 2.656905922423837450e-22
9.540117416829745067e-03 -3.946328412341489290e-23
9.784735812133071864e-03 1.765431818480527521e-21
1.002935420743639866e-02 -1.353988733135765209e-21
1.027397260273972546e-02 1.407249640459971030e-21
1.051859099804305225e-02 -4.330851602962889059e-22
1.076320939334637905e-02 -1.080835950473733219e-21
1.100782778864970585e-02 1.408414435044785078e-21
1.125244618395303264e-02 2.582340204763527651e-22
1.149706457925635944e-02 1.313342731108208937e-21
1.174168297455968624e-02 -5.842120995286819586e-24
1.198630136986301303e-02 1.194638026917852532e-21
1.223091976516633983e-02 5.515794284313948161e-22
1.247553816046966663e-02 -1.286796204198657232e-21
1.272015655577299342e-02 1.815809396369760708e-23
1.296477495107632022e-02 1.374582166935296821e-21
1.320939334637964702e-02 -2.357860299497492734e-22
1.345401174168297381e-02 1.271228753265577568e-21
1.369863013698630061e-02 -1.929204647336020522e-21
1.394324853228962741e-02 -2.056096451812742635e-22
1.418786692759295420e-02 1.215337270161227672e-21
1.443248532289628100e-02 1.032998556457128550e-21
1.467710371819960780e-02 -3.901694559542059042e-22
1.492172211350293459e-02 -6.138227468739181820e-23
1.516634050880626139e-02 1.102671676744507814e-21
1.541095890410958819e-02 1.168605922175534614e-21
1.565557729941291498e-02 5.690875398880552142e-22
1.590019569471624178e-02 -3.680976814931155110e-22
1.614481409001956858e-02 -5.732246068657364964e-22
1.638943248532289537e-02 2.059801618068986363e-21
1.663405088062622217e-02 -1.094708623727736283e-21
1.687866927592954897e-02 -3.885255363132516646e-22
1.712328767123287576e-02 -8.525997978930728023e-22
1.736790606653620256e-02 2.131206255201794694e-21
1.761252446183952935e-02 -2.675649465904100514e-22
1.785714285714285615e-02 -3.346099162856401963e-22
1.810176125244618295e-02 -3.624096959412224478e-22
1.834637964774950974e-02 -9.026467278284589964e-22
1.859099804305283654e-02 -2.518130504893426896e-22
1.883561643835616334e-02 1.306535317951167354e-21
1.908023483365949013e-02 -8.533203968116600462e-22
1.932485322896281693e-02 2.504619928971799952e-21
1.956947162426614373e-02 -3.029838367667647489e-22
1.981409001956947052e-02 -1.429289187470807617e-21
2.005870841487279732e-02 3.148594802311773337e-22
2.030332681017612412e-02 1.628915496346155515e-21
2.054794520547945091e-02 1.560731619755755843e-21
2.079256360078277771e-02 7.332596928165210453e-23
2.103718199608610451e-02 -8.235108246386109309e-22
2.128180039138943130e-02 7.366080660592389659e-22
2.152641878669275810e-02 6.887664139460891989e-22
2.177103718199608490e-02 9.022579386303642909e-22
2.201565557729941169e-02 -4.311265719126627599e-22
2.226027397260273849e-02 -4.318220192239095285e-24
2.250489236790606529e-02 -8.280861595501384418e-24
2.274951076320939208e-02 3.493494815153215471e-22
2.299412915851271888e-02 4.558171895517882753e-22
2.323874755381604568e-02 2.506815594317706309e-22
2.348336594911937247e-02 -3.861170026411754316e-22
2.372798434442269927e-02 6.499436163250295628e-22
2.397260273972602607e-02 8.139870581520559704e-22
2.421722113502935286e-02 -1.202950585113180936e-23
2.446183953033267966e-02 1.552928346694092736e-22
2.470645792563600646e-02 1.345734012661914717e-21
2.495107632093933325e-02 -2.405132187399335465e-22
2.519569471624266005e-02 2.654064188131086771e-22
2.544031311154598685e-02 1.127837201211160677e-21
2.568493150684931364e-02 1.705352252653353459e-21
2.592954990215264044e-02 2.426543731680761101e-22
2.617416829745596724e-02 -3.360480388910536828e-22
2.641878669275929403e-02 1.093827884071630339e-21
2.666340508806262083e-02 4.342402557306738079e-22
2.690802348336594763e-02 -6.114643757983251630e-22
2.715264187866927442e-02 -5.917615120389837608e-22
2.739726027397260122e-02 9.567739320800563292e-22
2.764187866927592802e-02 1.169076542285144442e-21
2.788649706457925481e-02 9.215384466794492633e-23
2.813111545988258161e-02 -2.153310735599271835e-21
